title,city,date,detailLink,,,,
Samsung X160 with charger,Kasur,20-Dec,http://olx.com.pk/item/samsung-x160-with-charger-IDTFdnn.html#e3b0fddf85,,,,
Nokia 8890 original for,Peshawar,20-Dec,http://olx.com.pk/item/nokia-8890-original-for-IDTCJHX.html#e3b0fddf85,,,,
Haier G30 11 month,Okara,20-Dec,http://olx.com.pk/item/haier-g30-11-month-IDTCbJD.html#e3b0fddf85,,,,
LG G2 mobile verizon,Karachi,20-Dec,http://olx.com.pk/item/lg-g2-mobile-verizon-IDTBZ1P.html#e3b0fddf85,,,,
Samsung Galaxy S3,Karachi,20-Dec,http://olx.com.pk/item/samsung-galaxy-s3-IDTHgIz.html#e3b0fddf85,,,,
iPhone Apple 5S 32 GB. Gold,Lahore,20-Dec,http://olx.com.pk/item/iphone-apple-5s-32-gb-gold-IDTGSE9.html#e3b0fddf85,,,,
Sony Experia Sola original one hand use,Karachi,20-Dec,http://olx.com.pk/item/sony-experia-sola-original-one-hand-use-IDTidfL.html#e3b0fddf85,,,,
Modle G5 garanty (1jan 2016) 1jan 2017,Lahore,20-Dec,http://olx.com.pk/item/modle-g5-garanty-1jan-2016-1jan-2017-IDTHjr9.html#e3b0fddf85,,,,
iPhone 4 in 10/10 condition,Islamabad,20-Dec,http://olx.com.pk/item/iphone-4-in-10-10-condition-IDTHjrZ.html#e3b0fddf85,,,,
NOkia 2690 need money,Karachi,20-Dec,http://olx.com.pk/item/nokia-2690-need-money-IDTHjsZ.html#e3b0fddf85,,,,
QMobile w200 cell,Rawalpindi,20-Dec,http://olx.com.pk/item/qmobile-w200-cell-IDTHjKf.html#e3b0fddf85,,,,
xperia sola in 10/8 condition,Lahore,20-Dec,http://olx.com.pk/item/xperia-sola-in-10-8-condition-IDTHMHw.html#e3b0fddf85,,,,
Original chargers 2.0,Attock,20-Dec,http://olx.com.pk/item/original-chargers-2-0-IDTHMWL.html#e3b0fddf85,,,,
Qmobile i10 10/10 condition. No fault. Scratch less,Islamabad,20-Dec,http://olx.com.pk/item/qmobile-i10-10-10-condition-no-fault-scratch-less-IDTHMVx.html#e3b0fddf85,,,,
Samsung S3 Tmobile launched,Lahore,20-Dec,http://olx.com.pk/item/samsung-s3-tmobile-launched-IDTHMZP.html#e3b0fddf85,,,,
3D Speaker Mobile Phone Screen Chargable,Lahore,20-Dec,http://olx.com.pk/item/3d-speaker-mobile-phone-screen-chargable-IDTCnup.html#e3b0fddf85,,,,
mobile solar power bank now in Pakistan,Karachi,20-Dec,http://olx.com.pk/item/mobile-solar-power-bank-now-in-pakistan-IDTrdrh.html#e3b0fddf85,,,,
Sky Vega 860 L Xale / Exchange,Islamabad,20-Dec,http://olx.com.pk/item/sky-vega-860-l-xale-exchange-IDTHVBX.html#e3b0fddf85,,,,
Lg g3 f490 black rang hai full new hai condition 10/10 hai,Lahore,20-Dec,http://olx.com.pk/item/lg-g3-f490-black-rang-hai-full-new-hai-condition-10-10-hai-IDTEEP9.html#e3b0fddf85,,,,
title,city,date,detailLink,,,,
"Waterproof Pouch with armband for Iphone 4/5/6 Galaxy S4,S5",Lahore,20-Dec,http://olx.com.pk/item/waterproof-pouch-with-armband-for-iphone-4-5-6-galaxy-s4-s5-IDSTPcN.html#18a4a88cd2,,,,
New Import Genius SP-i500 Concise speaker Free delivery,Lahore,20-Dec,http://olx.com.pk/item/new-import-genius-sp-i500-concise-speaker-free-delivery-IDSVNGN.html#18a4a88cd2,,,,
HTC One M7 (Buffalo power bank for free),Lahore,20-Dec,http://olx.com.pk/item/htc-one-m7-buffalo-power-bank-for-free-IDTBfAr.html#18a4a88cd2,,,,
Original Xiaomi 10000mAh Mobile Power Bank WITH USB Lamp,Karachi,20-Dec,http://olx.com.pk/item/original-xiaomi-10000mah-mobile-power-bank-with-usb-lamp-IDTF7GP.html#18a4a88cd2,,,,
Power bank ORGINAL,Karachi,20-Dec,http://olx.com.pk/item/power-bank-orginal-IDTunZw.html#18a4a88cd2,,,,
Qmobile model b55,Lahore,20-Dec,http://olx.com.pk/item/qmobile-model-b55-IDTHMh3.html#18a4a88cd2,,,,
Samsung Galaxy Light,Karachi,20-Dec,http://olx.com.pk/item/samsung-galaxy-light-IDTHj0D.html#18a4a88cd2,,,,
LG F100L condition 9.5/10,Karachi,20-Dec,http://olx.com.pk/item/lg-f100l-condition-9-5-10-IDTHMuT.html#18a4a88cd2,,,,
Gfive spark2 ok,Karachi,20-Dec,http://olx.com.pk/item/gfive-spark2-ok-IDTHj1D.html#18a4a88cd2,,,,
Nokia 5500 spot,Quetta,20-Dec,http://olx.com.pk/item/nokia-5500-spot-IDTHjfj.html#18a4a88cd2,,,,
sky mobial MI_A820L,Rawalpindi,20-Dec,http://olx.com.pk/item/sky-mobial-mi-a820l-IDTHjfW.html#18a4a88cd2,,,,
HTC - Desire 700 ( Dual Sim ),Karachi,20-Dec,http://olx.com.pk/item/htc-desire-700-dual-sim-IDTHjmd.html#18a4a88cd2,,,,
Samsung Wave II,Abbottabad,20-Dec,http://olx.com.pk/item/samsung-wave-ii-IDTHMgB.html#18a4a88cd2,,,,
Samsung Galaxy s5,Lahore,20-Dec,http://olx.com.pk/item/samsung-galaxy-s5-IDTHMvD.html#18a4a88cd2,,,,
Beats Studio Original Headphones by Dr.dre,Karachi,20-Dec,http://olx.com.pk/item/beats-studio-original-headphones-by-dr-dre-IDTvazH.html#18a4a88cd2,,,,
dry batery power bank with lather cover 8000mah,Karachi,20-Dec,http://olx.com.pk/item/dry-batery-power-bank-with-lather-cover-8000mah-IDTF8oL.html#18a4a88cd2,,,,
Nokia lumia 530 6months warrenty going cheap,Karachi,20-Dec,http://olx.com.pk/item/nokia-lumia-530-6months-warrenty-going-cheap-IDTkIWP.html#18a4a88cd2,,,,
Rivo Mobile RX75 New Condition with Warranty,Islamabad,20-Dec,http://olx.com.pk/item/rivo-mobile-rx75-new-condition-with-warranty-IDTHiIN.html#18a4a88cd2,,,,
Nokia Asha 502 Dual Sim,Hyderabad,20-Dec,http://olx.com.pk/item/nokia-asha-502-dual-sim-IDTCVMh.html#18a4a88cd2,,,,
Samsung galaxy mega 5.8 gt i9152,Gujranwala,20-Dec,http://olx.com.pk/item/samsung-galaxy-mega-5-8-gt-i9152-IDTHISR.html#18a4a88cd2,,,,
S3 original good condition,Attock,20-Dec,http://olx.com.pk/item/s3-original-good-condition-IDTHHOl.html#18a4a88cd2,,,,
Sell Samsung galaxy s4,Lahore,20-Dec,http://olx.com.pk/item/sell-samsung-galaxy-s4-IDTHfNf.html#18a4a88cd2,,,,
Htc explorer and exchange,Rawalpindi,20-Dec,http://olx.com.pk/item/htc-explorer-and-exchange-IDTHLDd.html#18a4a88cd2,,,,
"Dear all, i have this set in very good condition never open nor repair",Islamabad,20-Dec,http://olx.com.pk/item/dear-all-i-have-this-set-in-very-good-condition-never-open-nor-repair-IDTHiFr.html#18a4a88cd2,,,,
"16gb rom 1gb ram 4.7\ lcd 3g supported Soft nd fast touch 8mp with led""",Islamabad,20-Dec,http://olx.com.pk/item/16gb-rom-1gb-ram-4-7-lcd-3g-supported-soft-nd-fast-touch-8mp-with-led-IDTHLHj.html#18a4a88cd2,,,,
HUAWEI G610 white,Islamabad,20-Dec,http://olx.com.pk/item/huawei-g610-white-IDTHLKX.html#18a4a88cd2,,,,
Huawei g610. 10/10 wifi fult,Wah,20-Dec,http://olx.com.pk/item/huawei-g610-10-10-wifi-fult-IDTHLPZ.html#18a4a88cd2,,,,
Need note 3 motherboared,Multan,20-Dec,http://olx.com.pk/item/need-note-3-motherboared-IDTHLNn.html#18a4a88cd2,,,,
LG G2 D802 4g lte (international model),Attock,20-Dec,http://olx.com.pk/item/lg-g2-d802-4g-lte-international-model-IDTFp1b.html#18a4a88cd2,,,,
orignal motorolla xt926 hd gorilla glass protected.,Islamabad,20-Dec,http://olx.com.pk/item/orignal-motorolla-xt926-hd-gorilla-glass-protected-IDTDZA7.html#18a4a88cd2,,,,
Buy GSM Mobile Quran in Lahore,Lahore,20-Dec,http://olx.com.pk/item/buy-gsm-mobile-quran-in-lahore-IDTBeXd.html#18a4a88cd2,,,,
Original imported wireless charger,Karachi,20-Dec,http://olx.com.pk/item/original-imported-wireless-charger-IDTrCHp.html#18a4a88cd2,,,,
Telemall Datawind Calling Tablet with Keyboard in Karachi,Karachi,20-Dec,http://olx.com.pk/item/telemall-datawind-calling-tablet-with-keyboard-in-karachi-IDTBtBl.html#18a4a88cd2,,,,
card board cenima 3d glasses,Peshawar,20-Dec,http://olx.com.pk/item/card-board-cenima-3d-glasses-IDTHimb.html#18a4a88cd2,,,,
spy lenes give 90 degree angle,Peshawar,20-Dec,http://olx.com.pk/item/spy-lenes-give-90-degree-angle-IDTHin7.html#18a4a88cd2,,,,
Q tab Q 800 11 month warnty Ma hy full box ky sath hy koi masal nai hy,Rawalpindi,20-Dec,http://olx.com.pk/item/q-tab-q-800-11-month-warnty-ma-hy-full-box-ky-sath-hy-koi-masal-nai-hy-IDTHLuN.html#18a4a88cd2,,,,
Nokia lumia 625,Attock,20-Dec,http://olx.com.pk/item/nokia-lumia-625-IDTHLxB.html#18a4a88cd2,,,,
DATAWIND CALLING Tablet With KeyBoard in Multan,Multan,20-Dec,http://olx.com.pk/item/datawind-calling-tablet-with-keyboard-in-multan-IDTAl1t.html#18a4a88cd2,,,,
"GSM Mobile , GSM Mobile Quran in Faisalabad",Faisalabad,20-Dec,http://olx.com.pk/item/gsm-mobile-gsm-mobile-quran-in-faisalabad-IDTAmvr.html#18a4a88cd2,,,,
title,city,date,detailLink,,,,
"Arm Phone Holder , Arm Phone Holder Pouch Blue in Karachi",Karachi,20-Dec,http://olx.com.pk/item/arm-phone-holder-arm-phone-holder-pouch-blue-in-karachi-IDTzXNr.html#6d8df1b552,,,,
Mobile 4 sim touch wifi in Lahore,Lahore,20-Dec,http://olx.com.pk/item/mobile-4-sim-touch-wifi-in-lahore-IDTAbGx.html#6d8df1b552,,,,
Mobile noir i4 8mnth warranty,Gujranwala,20-Dec,http://olx.com.pk/item/mobile-noir-i4-8mnth-warranty-IDTHi7Z.html#6d8df1b552,,,,
CAR MOBILE PHONE Holder in Lahore,Lahore,20-Dec,http://olx.com.pk/item/car-mobile-phone-holder-in-lahore-IDTAbmD.html#6d8df1b552,,,,
Brandnew x11 ram 512mb 8 months warrenty,Multan,20-Dec,http://olx.com.pk/item/brandnew-x11-ram-512mb-8-months-warrenty-IDT4tH7.html#6d8df1b552,,,,
Arm Phone Holder Pouch Blue in Lahore,Lahore,20-Dec,http://olx.com.pk/item/arm-phone-holder-pouch-blue-in-lahore-IDTAbjl.html#6d8df1b552,,,,
Mobile 4 sim touch wifi in Multan,Multan,20-Dec,http://olx.com.pk/item/mobile-4-sim-touch-wifi-in-multan-IDTAm0F.html#6d8df1b552,,,,
Nokia asha 303 garey colour,Multan,20-Dec,http://olx.com.pk/item/nokia-asha-303-garey-colour-IDTFIEJ.html#6d8df1b552,,,,
Lg f160 sale/xchang,Rawalpindi,20-Dec,http://olx.com.pk/item/lg-f160-sale-xchang-IDTEIuL.html#6d8df1b552,,,,
Q MobilLe A65 FOr SelL,Quetta,20-Dec,http://olx.com.pk/item/q-mobille-a65-for-sell-IDTyL6P.html#6d8df1b552,,,,
Samsung galaxy S3 neo,Haripur,20-Dec,http://olx.com.pk/item/samsung-galaxy-s3-neo-IDTHhVh.html#6d8df1b552,,,,
E7 condition 10/10 ha full assres ke sath ha,Multan,20-Dec,http://olx.com.pk/item/e7-condition-10-10-ha-full-assres-ke-sath-ha-IDTzipn.html#6d8df1b552,,,,
Datawind Calling Tablet with Keyboard in Lahore,Lahore,20-Dec,http://olx.com.pk/item/datawind-calling-tablet-with-keyboard-in-lahore-IDTAalw.html#6d8df1b552,,,,
Sky vega secret note a890,Quetta,20-Dec,http://olx.com.pk/item/sky-vega-secret-note-a890-IDTGAY9.html#6d8df1b552,,,,
Nokia 515 mobail,Rawalpindi,20-Dec,http://olx.com.pk/item/nokia-515-mobail-IDTHL6t.html#6d8df1b552,,,,
Huawei y 530 cndition 9/10,Multan,20-Dec,http://olx.com.pk/item/huawei-y-530-cndition-9-10-IDTHhQp.html#6d8df1b552,,,,
black berry tablet new offer 2 mobiles,Lahore,20-Dec,http://olx.com.pk/item/black-berry-tablet-new-offer-2-mobiles-IDTHL5t.html#6d8df1b552,,,,
sumsung galaxy trend plus,Lahore,20-Dec,http://olx.com.pk/item/sumsung-galaxy-trend-plus-IDTHL65.html#6d8df1b552,,,,
sumsung galaxy trend plus,Lahore,20-Dec,http://olx.com.pk/item/sumsung-galaxy-trend-plus-IDTHL6N.html#6d8df1b552,,,,
huawei sell and exchange,Abbottabad,20-Dec,http://olx.com.pk/item/huawei-sell-and-exchange-IDTHL7w.html#6d8df1b552,,,,
samsung galaxy s advance I9070,Gujranwala,20-Dec,http://olx.com.pk/item/samsung-galaxy-s-advance-i9070-IDTDtTW.html#6d8df1b552,,,,
Nokia 206 in good condition,Gujranwala,20-Dec,http://olx.com.pk/item/nokia-206-in-good-condition-IDTCNdB.html#6d8df1b552,,,,
Brand new Samsung original,Faisalabad,20-Dec,http://olx.com.pk/item/brand-new-samsung-original-IDTFpa3.html#6d8df1b552,,,,
Samsung star pro cmplt box,Faisalabad,20-Dec,http://olx.com.pk/item/samsung-star-pro-cmplt-box-IDTFpbj.html#6d8df1b552,,,,
Sony experia good condition,Gujrat,20-Dec,http://olx.com.pk/item/sony-experia-good-condition-IDTHKZn.html#6d8df1b552,,,,
Sell or exchange my Nokia 2700 classic with all mobile,Karachi,20-Dec,http://olx.com.pk/item/sell-or-exchange-my-nokia-2700-classic-with-all-mobile-IDTFeVt.html#6d8df1b552,,,,
Samsung Galaxy Ace 6802 (tarbela ghazi),Attock,20-Dec,http://olx.com.pk/item/samsung-galaxy-ace-6802-tarbela-ghazi-IDTHhJT.html#6d8df1b552,,,,
Samsung Galaxy sduas 2 Gts7562,Lahore,20-Dec,http://olx.com.pk/item/samsung-galaxy-sduas-2-gts7562-IDTHhMZ.html#6d8df1b552,,,,
Nokia N8 gode canditon,Dera Ismail Khan,20-Dec,http://olx.com.pk/item/nokia-n8-gode-canditon-IDTIod7.html#6d8df1b552,,,,
Nokia e5 zabardast battery timing .condition 8.5/10 .cheap prise,Faisalabad,20-Dec,http://olx.com.pk/item/nokia-e5-zabardast-battery-timing-condition-8-5-10-cheap-prise-IDTInRx.html#6d8df1b552,,,,
"Samsung GalaxyS5282,box,charger,handfree,warrenty card",Lahore,20-Dec,http://olx.com.pk/item/samsung-galaxys5282-box-charger-handfree-warrenty-card-IDTIo9t.html#6d8df1b552,,,,
Nokia E61i sell,Wah,20-Dec,http://olx.com.pk/item/nokia-e61i-sell-IDTHHjR.html#6d8df1b552,,,,
Sky T100 note 1gb 16gb 8mp,Lahore,20-Dec,http://olx.com.pk/item/sky-t100-note-1gb-16gb-8mp-IDTIoQh.html#6d8df1b552,,,,
samsung gt-6102,Lahore,20-Dec,http://olx.com.pk/item/samsung-gt-6102-IDTHhEH.html#6d8df1b552,,,,
Qi wireless charger,Mirpur,20-Dec,http://olx.com.pk/item/qi-wireless-charger-IDTHhFj.html#6d8df1b552,,,,
Original brand new multipin charger,Jhelum,20-Dec,http://olx.com.pk/item/original-brand-new-multipin-charger-IDTuwfd.html#6d8df1b552,,,,
samsung s4 genuine korien brand 32gb 2 gb ram,Sialkot,20-Dec,http://olx.com.pk/item/samsung-s4-genuine-korien-brand-32gb-2-gb-ram-IDTGRS1.html#6d8df1b552,,,,
Qmobile a10 with good condition exchange with nokia xl,Karachi,20-Dec,http://olx.com.pk/item/qmobile-a10-with-good-condition-exchange-with-nokia-xl-IDTGDWj.html#6d8df1b552,,,,
huawei G7 with box,Sialkot,20-Dec,http://olx.com.pk/item/huawei-g7-with-box-IDTDAYP.html#6d8df1b552,,,,
title,city,date,detailLink,,,,
Need bike mobile phone charger and mount,Karachi,20-Dec,http://olx.com.pk/item/need-bike-mobile-phone-charger-and-mount-IDTHhCL.html#8d6e3f5254,,,,
Moto xt390 dual sim 3g sported wd charger,Lahore,20-Dec,http://olx.com.pk/item/moto-xt390-dual-sim-3g-sported-wd-charger-IDTIoJJ.html#8d6e3f5254,,,,
vetron tablet exchange possible read ad plz,Faisalabad,20-Dec,http://olx.com.pk/item/vetron-tablet-exchange-possible-read-ad-plz-IDTGXtj.html#8d6e3f5254,,,,
Motorla xt 907 hd,Bahawalpur,20-Dec,http://olx.com.pk/item/motorla-xt-907-hd-IDTIn39.html#8d6e3f5254,,,,
Samsung galaxy gts7582(orignal),Islamabad,20-Dec,http://olx.com.pk/item/samsung-galaxy-gts7582orignal-IDTIn61.html#8d6e3f5254,,,,
Samsung galaxy gts 7582(orignal),Islamabad,20-Dec,http://olx.com.pk/item/samsung-galaxy-gts-7582orignal-IDTIn1T.html#8d6e3f5254,,,,
OK piece with warenty,Karachi,20-Dec,http://olx.com.pk/item/ok-piece-with-warenty-IDTIlyt.html#8d6e3f5254,,,,
LG G.FLEX 32Gb mint condition,Karachi,20-Dec,http://olx.com.pk/item/lg-g-flex-32gb-mint-condition-IDTIly1.html#8d6e3f5254,,,,
IPhone 4 16GB black colour,Islamabad,20-Dec,http://olx.com.pk/item/iphone-4-16gb-black-colour-IDTIlDz.html#8d6e3f5254,,,,
Nokia mobile 1280,Peshawar,20-Dec,http://olx.com.pk/item/nokia-mobile-1280-IDTImzr.html#8d6e3f5254,,,,
Samsung s2 infuse with good features n healthy condition,Karachi,20-Dec,http://olx.com.pk/item/samsung-s2-infuse-with-good-features-n-healthy-condition-IDTImc9.html#8d6e3f5254,,,,
Samsung Mobile s2,Jhelum,20-Dec,http://olx.com.pk/item/samsung-mobile-s2-IDTIm9X.html#8d6e3f5254,,,,
Q Mobile Noir X11,Islamabad,20-Dec,http://olx.com.pk/item/q-mobile-noir-x11-IDTIlDf.html#8d6e3f5254,,,,
Sony Xperia Z2 4G Black Complete,Karachi,20-Dec,http://olx.com.pk/item/sony-xperia-z2-4g-black-complete-IDThnCJ.html#8d6e3f5254,,,,
I have sony xperia z1 black,Lahore,20-Dec,http://olx.com.pk/item/i-have-sony-xperia-z1-black-IDTHhol.html#8d6e3f5254,,,,
Voice v 40 extrem,Lahore,20-Dec,http://olx.com.pk/item/voice-v-40-extrem-IDTHhqL.html#8d6e3f5254,,,,
Need LG G4 leather back,Gujrat,20-Dec,http://olx.com.pk/item/need-lg-g4-leather-back-IDTHhqN.html#8d6e3f5254,,,,
Samsung s3 mini,Lahore,20-Dec,http://olx.com.pk/item/samsung-s3-mini-IDTFzJ3.html#8d6e3f5254,,,,
"Black Iphone 4, 32GB factory unlock box & complete accessories",Karachi,20-Dec,http://olx.com.pk/item/black-iphone-4-32gb-factory-unlock-box-complete-accessories-IDTwzrj.html#8d6e3f5254,,,,
LG Lucid 3 4G VS876 8GB Verizon CDMA 4G LTE Dual-Core Android Smartpho,Karachi,20-Dec,http://olx.com.pk/item/lg-lucid-3-4g-vs876-8gb-verizon-cdma-4g-lte-dual-core-android-smartpho-IDTHhk1.html#8d6e3f5254,,,,
Samsung T379 'Gravity TXT' Unlocked Cell Phone - Black/Yellow,Karachi,20-Dec,http://olx.com.pk/item/samsung-t379-gravity-txt-unlocked-cell-phone-black-yellow-IDTHhkF.html#8d6e3f5254,,,,
Lg g3 d851 good condition,Karachi,20-Dec,http://olx.com.pk/item/lg-g3-d851-good-condition-IDTHhlp.html#8d6e3f5254,,,,
Motorola Motorola Droid X Verizon Android Smart Phone,Karachi,20-Dec,http://olx.com.pk/item/motorola-motorola-droid-x-verizon-android-smart-phone-IDTHhml.html#8d6e3f5254,,,,
LG g2 d801 t-mobile international version 32gb,Lahore,20-Dec,http://olx.com.pk/item/lg-g2-d801-t-mobile-international-version-32gb-IDTqSaD.html#8d6e3f5254,,,,
Motorolla ELECTRIFY 2,Karachi,20-Dec,http://olx.com.pk/item/motorolla-electrify-2-IDTHfjR.html#8d6e3f5254,,,,
Qmibile noir x300 in good condition without any fault,Lahore,20-Dec,http://olx.com.pk/item/qmibile-noir-x300-in-good-condition-without-any-fault-IDTHhe9.html#8d6e3f5254,,,,
Samsung Note 4 in black,Islamabad,20-Dec,http://olx.com.pk/item/samsung-note-4-in-black-IDTHheJ.html#8d6e3f5254,,,,
Samsung new j5 19000,Multan,20-Dec,http://olx.com.pk/item/samsung-new-j5-19000-IDTDDqL.html#8d6e3f5254,,,,
Box pack note 3,Hyderabad,20-Dec,http://olx.com.pk/item/box-pack-note-3-IDSVq3w.html#8d6e3f5254,,,,
Rivo mobile full warrantty,Karachi,20-Dec,http://olx.com.pk/item/rivo-mobile-full-warrantty-IDTBsZh.html#8d6e3f5254,,,,
Htc one m7 silver 32GB,Abbottabad,20-Dec,http://olx.com.pk/item/htc-one-m7-silver-32gb-IDTt5vF.html#8d6e3f5254,,,,
Nokia Asha 206 for sell or Exchange,Lahore,20-Dec,http://olx.com.pk/item/nokia-asha-206-for-sell-or-exchange-IDTGRBt.html#8d6e3f5254,,,,
Nokia 107 v good set 8/10 cndition not open,Rawalpindi,20-Dec,http://olx.com.pk/item/nokia-107-v-good-set-8-10-cndition-not-open-IDTHh3x.html#8d6e3f5254,,,,
Q mobile i6i black,Islamabad,20-Dec,http://olx.com.pk/item/q-mobile-i6i-black-IDTHgWn.html#8d6e3f5254,,,,
Universal 360 Degree Rotating Car Windshield Mount Holder.For all mob,Karachi,20-Dec,http://olx.com.pk/item/universal-360-degree-rotating-car-windshield-mount-holder-for-all-mob-IDTqS6N.html#8d6e3f5254,,,,
iPhone 6 space grey Factory Unlock Complete Box,Faisalabad,20-Dec,http://olx.com.pk/item/iphone-6-space-grey-factory-unlock-complete-box-IDTE4ar.html#8d6e3f5254,,,,
"Selling LUMIA 630 (Brand new, Pin pack)",Rawalpindi,20-Dec,http://olx.com.pk/item/selling-lumia-630-brand-new-pin-pack-IDTGcDL.html#8d6e3f5254,,,,
Apple iphone 4s black color,Lahore,20-Dec,http://olx.com.pk/item/apple-iphone-4s-black-color-IDTBsb3.html#8d6e3f5254,,,,
Sony Xperia 32gb,Faisalabad,20-Dec,http://olx.com.pk/item/sony-xperia-32gb-IDTC8qL.html#8d6e3f5254,,,,
title,city,date,detailLink,,,,
Q mob e 787 in very gud condition,Lahore,Yesterday,http://olx.com.pk/item/q-mob-e-787-in-very-gud-condition-IDTKRdN.html#5e8b2f4f5a,,,,
LG g pro 2 WHITE,Karachi,Yesterday,http://olx.com.pk/item/lg-g-pro-2-white-IDTKRfB.html#5e8b2f4f5a,,,,
Touchmate windows mini matrix,Islamabad,Yesterday,http://olx.com.pk/item/touchmate-windows-mini-matrix-IDTKRhh.html#5e8b2f4f5a,,,,
Q m90 with all accesories with warranty,Quetta,Yesterday,http://olx.com.pk/item/q-m90-with-all-accesories-with-warranty-IDTKRhN.html#5e8b2f4f5a,,,,
Working N cinditin r excellent 2 days betry tim Andriloid 4.4 h d cam,Lahore,Yesterday,http://olx.com.pk/item/working-n-cinditin-r-excellent-2-days-betry-tim-andriloid-4-4-h-d-cam-IDTKRiZ.html#5e8b2f4f5a,,,,
I want sell this and take new one,Karachi,Yesterday,http://olx.com.pk/item/i-want-sell-this-and-take-new-one-IDTKRlR.html#5e8b2f4f5a,,,,
Samsung core prime 361,Multan,Yesterday,http://olx.com.pk/item/samsung-core-prime-361-IDTKRlX.html#5e8b2f4f5a,,,,
Motorola xt 1056,Lahore,Yesterday,http://olx.com.pk/item/motorola-xt-1056-IDTKRn7.html#5e8b2f4f5a,,,,
Nokia1280 with genuine assessory,Faisalabad,Yesterday,http://olx.com.pk/item/nokia1280-with-genuine-assessory-IDTKRoh.html#5e8b2f4f5a,,,,
Iphone 4s 32gb FU Exchange with 5s or iphone 6,Islamabad,Yesterday,http://olx.com.pk/item/iphone-4s-32gb-fu-exchange-with-5s-or-iphone-6-IDTL0kh.html#5e8b2f4f5a,,,,
LG 180 Memory 32 Gb,Lahore,Yesterday,http://olx.com.pk/item/lg-180-memory-32-gb-IDTLfQ1.html#5e8b2f4f5a,,,,
Samsung galaxy core prime last prize no compromise,Bahawalpur,Yesterday,http://olx.com.pk/item/samsung-galaxy-core-prime-last-prize-no-compromise-IDTLfU1.html#5e8b2f4f5a,,,,
Rivo Rx35 available,Rawalpindi,Yesterday,http://olx.com.pk/item/rivo-rx35-available-IDTLfW7.html#5e8b2f4f5a,,,,
Samsung galaxy alpha grey,Karachi,Yesterday,http://olx.com.pk/item/samsung-galaxy-alpha-grey-IDTLqLN.html#5e8b2f4f5a,,,,
"HTC Explorer, First Hand used, original condition, 10/10",Islamabad,Yesterday,http://olx.com.pk/item/htc-explorer-first-hand-used-original-condition-10-10-IDTLs4D.html#5e8b2f4f5a,,,,
M selling note 5,Lahore,Yesterday,http://olx.com.pk/item/m-selling-note-5-IDTKtvn.html#5e8b2f4f5a,,,,
Nokia E72 batterryy,Rawalpindi,Yesterday,http://olx.com.pk/item/nokia-e72-batterryy-IDTKtNb.html#5e8b2f4f5a,,,,
I m selling Motorola MB886,Karachi,Yesterday,http://olx.com.pk/item/i-m-selling-motorola-mb886-IDTKtNf.html#5e8b2f4f5a,,,,
Saf phon he agr ap interst hu to contect me,Lahore,Yesterday,http://olx.com.pk/item/saf-phon-he-agr-ap-interst-hu-to-contect-me-IDTKtNX.html#5e8b2f4f5a,,,,
Huawei chargerr original,Rawalpindi,Yesterday,http://olx.com.pk/item/huawei-chargerr-original-IDTKtQr.html#5e8b2f4f5a,,,,
Lg g2 in 10/10 candition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-10-10-candition-IDTKtSj.html#5e8b2f4f5a,,,,
Samsung Galaxy Mobile,Mirpur Khas,Yesterday,http://olx.com.pk/item/samsung-galaxy-mobile-IDTKtSR.html#5e8b2f4f5a,,,,
Lg g2 in a good condition,Lahore,Yesterday,http://olx.com.pk/item/lg-g2-in-a-good-condition-IDTKtUw.html#5e8b2f4f5a,,,,
Galaxy note 1 32 gb mamory 1 gb ram,Karachi,Yesterday,http://olx.com.pk/item/galaxy-note-1-32-gb-mamory-1-gb-ram-IDTKtWW.html#5e8b2f4f5a,,,,
Motrolla Electrify 2 XT-881,Karachi,Yesterday,http://olx.com.pk/item/motrolla-electrify-2-xt-881-IDTKRdW.html#5e8b2f4f5a,,,,
V10 mobile with all features,Rawalpindi,Yesterday,http://olx.com.pk/item/v10-mobile-with-all-features-IDTKRfL.html#5e8b2f4f5a,,,,
samsung glaxy j1 white colour,Sahiwal,Yesterday,http://olx.com.pk/item/samsung-glaxy-j1-white-colour-IDTKRiF.html#5e8b2f4f5a,,,,
Samsung galaxy s5 mini G800F 4g,Islamabad,Yesterday,http://olx.com.pk/item/samsung-galaxy-s5-mini-g800f-4g-IDTKRjR.html#5e8b2f4f5a,,,,
Samsung mobile core2 fast hand,Lahore,Yesterday,http://olx.com.pk/item/samsung-mobile-core2-fast-hand-IDTKRmz.html#5e8b2f4f5a,,,,
Exchangers Must read Qmobile A50,Faisalabad,Yesterday,http://olx.com.pk/item/exchangers-must-read-qmobile-a50-IDTKRmB.html#5e8b2f4f5a,,,,
samsung original handfree is avaliabel,Lahore,Yesterday,http://olx.com.pk/item/samsung-original-handfree-is-avaliabel-IDTKRop.html#5e8b2f4f5a,,,,
Samsung (GT-S7262) Starpro,Rawalpindi,Yesterday,http://olx.com.pk/item/samsung-gt-s7262-starpro-IDTLfQw.html#5e8b2f4f5a,,,,
Model huawei y511-u30,Chiniot,Yesterday,http://olx.com.pk/item/model-huawei-y511-u30-IDTLfQH.html#5e8b2f4f5a,,,,
Samsung glaxy core 2,Sadiqabad,Yesterday,http://olx.com.pk/item/samsung-glaxy-core-2-IDTLfQW.html#5e8b2f4f5a,,,,
